EB	0	-1.32662		0.0531494
EB	1	-1.04669		0.052778
EB	2	-1.51265		0.0528516
EB	3	-0.888649		0.0524142
EB	4	-0.97047		0.0530745
EB	5	-0.42347		0.0526316
EB	6	0.724804		0.0532246
EB	7	0.0819449		0.0543928
EB	8	0.644023		0.0536828
EB	9	0.719716		0.0536828
EB	10	-1.29111		0.0536056
EB	11	-0.117161		0.0524864
EB	12	-0.711909		0.0534522
EB	13	-0.0603655		0.0528516
EB	14	0.169415		0.0535288
EB	15	-0.546867		0.0525588
EB	16	-0.537429		0.054153
EB	17	-0.582037		0.0536056
EB	18	-0.495283		0.0535288
EB	19	0.2405		0.0534522
EB	20	-1.92282		0.0527046
EB	21	-1.59563		0.0538382
EB	22	-1.1751		0.052778
EB	23	-0.0157375		0.0529256
EB	24	-0.997556		0.0537603
EB	25	-1.49718		0.0529999
EB	26	-1.31547		0.0532246
EB	27	-0.339066		0.0536056
EB	28	-1.62247		0.0536828
EB	29	-0.259859		0.0540738
EB	30	-1.70967		0.0539949
EB	31	-1.66654		0.0536056
EB	32	-1.26121		0.0529256
EB	33	-0.923913		0.0531494
EB	34	-1.16625		0.0529999
EB	35	-0.380662		0.0529999
EB	36	-0.739188		0.0533761
EB	37	-0.47679		0.0533002
EB	38	-0.164832		0.0529256
EB	39	0.287533		0.0530745
EB	40	0.0671026		0.0527046
EB	41	-0.687874		0.0532246
EB	42	0.786888		0.052778
EB	43	0.015959		0.0536056
EB	44	-0.153745		0.0530745
EB	45	-1.57165		0.0534522
EB	46	-1.34193		0.0529999
EB	47	-0.476636		0.0529256
EB	48	-0.952023		0.0520579
EB	49	-0.458178		0.0529999
EB	50	-1.22997		0.0525588
EB	51	-0.389292		0.0523424
EB	52	-0.798174		0.0520579
EB	53	0.362322		0.0518476
EB	54	0.226987		0.0516398
EB	55	-2.16089		0.0517088
EB	56	-0.420174		0.0517088
EB	57	-1.39022		0.0520579
EB	58	-1.04366		0.0533002
EB	59	-1.25672		0.0529256
EB	60	-2.25169		0.0537603
EB	61	-1.6739		0.0532246
EB	62	-1.92538		0.0524864
EB	63	-1.24917		0.0532246
EB	64	-2.56522		0.0529256
EB	65	-1.62049		0.0521996
EB	66	-1.07074		0.0532246
EB	67	-0.15598		0.0529999
EB	68	0.060597		0.0529256
EB	69	0.455092		0.0524864
EB	70	-2.48167		0.0527046
EB	71	-2.01867		0.0529999
EB	72	-2.20913		0.0529999
EB	73	-1.61949		0.0536828
EB	74	-1.40086		0.0540738
EB	75	-1.55508		0.0531494
EB	76	-1.37922		0.0532246
EB	77	-0.0511693		0.0536056
EB	78	0.342908		0.0522708
EB	79	0.539516		0.0529256
EB	80	-1.33926		0.0530745
EB	81	-0.686961		0.0515711
EB	82	-0.900813		0.0517088
EB	83	-1.29042		0.0519875
EB	84	-0.876192		0.0518476
EB	85	-2.6529		0.0519174
EB	86	-2.46817		0.0524142
EB	87	-2.19955		0.0528516
EB	88	-1.86053		0.0529999
EB	89	-2.24249		0.0527046
EB	90	-1.8502		0.0529999
EB	91	-1.54989		0.0531494
EB	92	-1.1131		0.052778
EB	93	-1.69316		0.0535288
EB	94	-0.470826		0.0536056
EB	95	-2.86671		0.0537603
EB	96	-2.09062		0.0535288
EB	97	-1.2307		0.0533002
EB	98	-1.64847		0.0537603
EB	99	-1.87582		0.0529999
EB	100	-0.00523376		0.0533761
EB	101	-0.467519		0.0525588
EB	102	0.391244		0.0537603
EB	103	0.874239		0.0533761
EB	104	0.938258		0.0529999
EB	105	0.521641		0.0535288
EB	106	-0.371811		0.0533002
EB	107	0.51274		0.0539164
EB	108	-0.163238		0.0533761
EB	109	0.27758		0.0529256
EB	110	-0.54477		0.0530745
EB	111	-0.4659		0.0525588
EB	112	-0.00719032		0.0533761
EB	113	0.481233		0.0529999
EB	114	0.419079		0.0534522
EB	116	-0.152128		0.0544735
EB	117	0.513866		0.0531494
EB	118	-0.104109		0.0533002
EB	119	1.30474		0.0534522
EB	120	-1.0497		0.0529256
EB	121	-0.422571		0.0523424
EB	122	0.482105		0.0527046
EB	123	0.365014		0.0524142
EB	124	0.704678		0.0524142
EB	125	-1.26458		0.0528516
EB	126	-0.513853		0.0532246
EB	127	0.229478		0.0530745
EB	128	-0.278283		0.0525588
EB	129	-0.206856		0.0523424
EB	130	-1.42795		0.0531494
EB	131	-0.893787		0.0529256
EB	132	-0.0169591		0.0521996
EB	133	0.47153		0.0524864
EB	134	-1.10806		0.0526316
EB	136	-0.928904		0.0528516
EB	137	-1.6345		0.0524864
EB	138	-0.143967		0.0525588
EB	139	-1.30204		0.0524142
EB	140	0.0866179		0.0525588
EB	142	-0.230417		0.0529256
EB	143	-0.185765		0.0521286
EB	144	-0.102086		0.0519875
EB	145	-1.59698		0.0517088
EB	146	-0.948702		0.0524142
EB	147	-0.558164		0.0528516
EB	148	-1.2082		0.0528516
EB	149	-0.711831		0.0521996
EB	150	-1.0884		0.0528516
EB	151	-0.459204		0.0524142
EB	152	0.635632		0.0530745
EB	153	1.21114		0.0526316
EB	154	0.281106		0.052778
EB	155	-0.999496		0.0527046
EB	156	-0.642632		0.0528516
EB	157	-0.57705		0.0528516
EB	158	0.347669		0.052778
EB	159	-0.49155		0.0526316
EB	160	-1.21958		0.0533002
EB	161	0.24783		0.0527046
EB	162	0.671736		0.0526316
EB	164	0.339543		0.0526316
EB	165	-0.262023		0.0523424
EB	166	-0.967082		0.0524142
EB	167	0.0482473		0.0529999
EB	168	0.832338		0.0521286
EB	169	1.55136		0.0529256
EB	170	-1.26594		0.0533761
EB	171	-1.82576		0.0539164
EB	172	-1.20904		0.0533761
EB	173	-0.659102		0.0526316
EB	174	0.0732484		0.0522708
EB	175	-0.98382		0.0525588
EB	176	-1.55286		0.052778
EB	177	-1.03318		0.0524142
EB	178	-0.748008		0.052778
EB	179	-0.287382		0.0527046
EB	180	-1.72627		0.0521286
EB	181	-0.687014		0.0521996
EB	182	-1.21011		0.0527046
EB	183	-1.47669		0.0521286
EB	184	-1.26379		0.0518476
EB	185	-2.42373		0.0524142
EB	187	-1.6592		0.0513665
EB	188	-1.23736		0.0511645
EB	195	-2.25712		0.0525588
EB	196	-1.25666		0.051778
EB	197	-2.96021		0.0514344
EB	198	-1.47456		0.0522708
EB	199	-1.54523		0.0520579
EB	200	-1.85719		0.0536828
EB	201	-0.951755		0.0527046
EB	202	-0.696277		0.0520579
EB	203	-0.735418		0.0525588
EB	204	-0.509576		0.0535288
EB	205	0.759918		0.0530745
EB	206	0.0372091		0.0535288
EB	207	-0.0364431		0.0533761
EB	208	-0.0271272		0.0529999
EB	209	1.06475		0.0532246
EB	210	0.517593		0.0533002
EB	211	0.603388		0.0531494
EB	212	-0.410461		0.0533002
EB	213	-0.0314174		0.0530745
EB	214	-0.335741		0.0536056
EB	215	-1.11798		0.0531494
EB	216	-1.33496		0.0537603
EB	217	0.0308733		0.0530745
EB	218	0.883745		0.0531494
EB	219	0.126987		0.0533002
EB	220	0.0993358		0.0530745
EB	221	-0.193333		0.0531494
EB	222	-0.561185		0.0524864
EB	223	-0.233994		0.0525588
